,emoji,synsets,synsets_names
4190,®️,"[""106991-V""]","[""РЕГИСТРАЦИЯ""]"
4191,®,"[""106991-V""]","[""РЕГИСТРАЦИЯ""]"
4192,™️,"[""8217-N"", ""1026-N"", ""2419-N"", ""103703-N"", ""112099-N"", ""106892-N""]","[""ТОРГОВАЯ МАРКА"", ""ТОРГОВЛЯ"", ""ПОЧТОВАЯ МАРКА"", ""МАРКА НЕМЕЦКАЯ"", ""МАРКА (ЗНАК ОПЛАТЫ)"", ""МАРКА, МОДЕЛЬ, ОБРАЗЕЦ""]"
4193,™,"[""8217-N"", ""1026-N"", ""2419-N"", ""103703-N"", ""112099-N"", ""106892-N""]","[""ТОРГОВАЯ МАРКА"", ""ТОРГОВЛЯ"", ""ПОЧТОВАЯ МАРКА"", ""МАРКА НЕМЕЦКАЯ"", ""МАРКА (ЗНАК ОПЛАТЫ)"", ""МАРКА, МОДЕЛЬ, ОБРАЗЕЦ""]"
4194,#️⃣,[],[]
4195,#⃣,[],[]
4196,*️⃣,"[""109931-N"", ""148364-N"", ""115172-N"", ""155137-N"", ""115173-N"", ""111270-N""]","[""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""ЗВЕЗДОЧКА (ГРАФИЧЕСКИЙ ЗНАК)"", ""ЗВЕЗДА (ЗНАМЕНИТОСТЬ)"", ""ЗВЕЗДНОСТЬ ГОСТИНИЦЫ"", ""ЗВЕЗДА (ФИГУРА)"", ""КЛАВИАТУРА""]"
4197,*⃣,"[""109931-N"", ""148364-N"", ""115172-N"", ""155137-N"", ""115173-N"", ""111270-N""]","[""ЗВЕЗДА (НЕБЕСНОЕ ТЕЛО)"", ""ЗВЕЗДОЧКА (ГРАФИЧЕСКИЙ ЗНАК)"", ""ЗВЕЗДА (ЗНАМЕНИТОСТЬ)"", ""ЗВЕЗДНОСТЬ ГОСТИНИЦЫ"", ""ЗВЕЗДА (ФИГУРА)"", ""КЛАВИАТУРА""]"
4198,0️⃣,"[""107591-N"", ""107077-N"", ""126702-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""НИЧТОЖЕСТВО, НИЧТОЖНЫЙ ЧЕЛОВЕК"", ""КЛАВИАТУРА""]"
4199,0⃣,"[""107591-N"", ""107077-N"", ""126702-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""НИЧТОЖЕСТВО, НИЧТОЖНЫЙ ЧЕЛОВЕК"", ""КЛАВИАТУРА""]"
4200,1️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4201,1⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4202,2️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4203,2⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4204,3️⃣,"[""107591-N"", ""111782-V"", ""107077-N"", ""118571-V"", ""111270-N"", ""111781-V""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ТЕРЕТЬ ПОВЕРХНОСТЬ"", ""ЦИФРА (ЗНАК)"", ""ТЕРЕТЬ (ПРИЧИНИТЬ БОЛЬ)"", ""КЛАВИАТУРА"", ""ТЕРЕТЬ (МЕЛЬЧИТЬ)""]"
4205,3⃣,"[""107591-N"", ""111782-V"", ""107077-N"", ""118571-V"", ""111270-N"", ""111781-V""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ТЕРЕТЬ ПОВЕРХНОСТЬ"", ""ЦИФРА (ЗНАК)"", ""ТЕРЕТЬ (ПРИЧИНИТЬ БОЛЬ)"", ""КЛАВИАТУРА"", ""ТЕРЕТЬ (МЕЛЬЧИТЬ)""]"
4206,4️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4207,4⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4208,5️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4209,5⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4210,6️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4211,6⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4212,7️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4213,7⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4214,8️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4215,8⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4216,9️⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4217,9⃣,"[""107591-N"", ""107077-N"", ""111270-N""]","[""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ЦИФРА (ЗНАК)"", ""КЛАВИАТУРА""]"
4218,🔟,"[""115467-N"", ""115466-N"", ""111270-N"", ""123482-N""]","[""НОМЕР (ЧАСТЬ ПРЕДСТАВЛЕНИЯ)"", ""НОМЕР (ОТДЕЛЬНОЕ ПОМЕЩЕНИЕ)"", ""КЛАВИАТУРА"", ""НОМЕР ПО ПОРЯДКУ""]"
4219,🔠,"[""115624-N"", ""107163-N"", ""113962-N""]","[""ВОЙТИ В СОСТАВ"", ""ВХОД, МЕСТО ВХОДА"", ""ВОЙТИ ВНУТРЬ""]"
4220,🔡,"[""115624-N"", ""107163-N"", ""113962-N""]","[""ВОЙТИ В СОСТАВ"", ""ВХОД, МЕСТО ВХОДА"", ""ВОЙТИ ВНУТРЬ""]"
4221,🔢,"[""113292-N"", ""113962-N"", ""107591-N"", ""115624-N"", ""106515-N"", ""107077-N"", ""118551-N"", ""110595-N"", ""107163-N""]","[""ЧИСЛО (ПОНЯТИЕ МАТЕМАТИКИ)"", ""ВОЙТИ ВНУТРЬ"", ""КОЛИЧЕСТВЕННЫЕ ДАННЫЕ"", ""ВОЙТИ В СОСТАВ"", ""КОЛИЧЕСТВО, ВЕЛИЧИНА, ЧИСЛО"", ""ЦИФРА (ЗНАК)"", ""ЧИСЛО МЕСЯЦА"", ""ГРАММАТИЧЕСКОЕ ЧИСЛО"", ""ВХОД, МЕСТО ВХОДА""]"
4222,🔣,"[""115624-N"", ""107163-N"", ""113962-N"", ""107585-N""]","[""ВОЙТИ В СОСТАВ"", ""ВХОД, МЕСТО ВХОДА"", ""ВОЙТИ ВНУТРЬ"", ""СИМВОЛ (УСЛОВНЫЙ ЗНАК)""]"
4223,🔤,"[""115624-N"", ""107078-N"", ""107163-N"", ""113962-N"", ""3548-N""]","[""ВОЙТИ В СОСТАВ"", ""БУКВА (ЗНАК)"", ""ВХОД, МЕСТО ВХОДА"", ""ВОЙТИ ВНУТРЬ"", ""АЛФАВИТ""]"
4224,🅰️,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4225,🅰,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4226,🆎,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4227,🅱️,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4228,🅱,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4229,🆑,"[""118352-A"", ""131923-N"", ""116938-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""134201-A"", ""119822-A"", ""119007-A""]","[""ПОНЯТНЫЙ, ДОСТУПНЫЙ ПОНИМАНИЮ"", ""КНОПКА ВКЛЮЧЕНИЯ"", ""ЯРКИЙ ПО СВЕТУ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ПРОСВЕТЛЕННЫЙ (СПОКОЙНЫЙ И РАДОСТНЫЙ)"", ""ЯСНЫЙ (НЕ ЗАТЕМНЕННЫЙ)"", ""ЧЕТКИЙ, ЧЕТКО ОЧЕРЧЕННЫЙ""]"
4230,🆒,"[""131923-N"", ""121191-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""154719-A"", ""114034-N"", ""119113-A"", ""107315-N"", ""115908-A""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КРУТОЙ (ГУСТОЙ)"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРУТОЙ (МОДНЫЙ)"", ""ПЛОЩАДЬ В ГОРОДЕ, СЕЛЕ"", ""КРУТОЙ (СУРОВЫЙ)"", ""ПЛОЩАДЬ (ПАРАМЕТР)"", ""КРУТОЙ (ОТВЕСНЫЙ, ОБРЫВИСТЫЙ)""]"
4231,🆓,"[""131923-N"", ""119835-A"", ""131920-N"", ""118086-N"", ""124117-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""БЕСПЛАТНЫЙ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ""]"
4232,ℹ️,"[""928-N"", ""4065-N""]","[""ИНФОРМАЦИЯ"", ""ТУРИСТ""]"
4233,ℹ,"[""928-N"", ""4065-N""]","[""ИНФОРМАЦИЯ"", ""ТУРИСТ""]"
4234,🆔,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""117681-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ИДЕНТИФИКАЦИЯ""]"
4235,Ⓜ️,"[""131362-A"", ""114955-N"", ""123557-A"", ""119586-A"", ""192-N""]","[""КРУГЛЫЙ (ПОЛНЫЙ, СОВЕРШЕННЫЙ)"", ""СТАНЦИЯ МЕТРО"", ""КРУГЛАЯ ФОРМА"", ""КРУГЛЫЙ (ЦЕЛЫЙ О ВРЕМЕНИ)"", ""МЕТРОПОЛИТЕН""]"
4236,Ⓜ,"[""131362-A"", ""114955-N"", ""123557-A"", ""119586-A"", ""192-N""]","[""КРУГЛЫЙ (ПОЛНЫЙ, СОВЕРШЕННЫЙ)"", ""СТАНЦИЯ МЕТРО"", ""КРУГЛАЯ ФОРМА"", ""КРУГЛЫЙ (ЦЕЛЫЙ О ВРЕМЕНИ)"", ""МЕТРОПОЛИТЕН""]"
4237,🆕,"[""131923-N"", ""146685-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""113447-A"", ""120024-A""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""НОВЫЙ, ВМЕСТО ПРЕЖНЕГО"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""НОВЫЙ ПО ВРЕМЕНИ ПОЯВЛЕНИЯ"", ""НЕИЗВЕСТНЫЙ, МАЛОИЗВЕСТНЫЙ""]"
4238,🆖,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""111216-A""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ХОРОШИЙ (ВПОЛНЕ ПОЛОЖИТЕЛЬНЫЙ ПО КАЧЕСТВАМ)""]"
4239,🅾️,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4240,🅾,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""123390-N"", ""8243-N"", ""120138-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""КРОВОПРОЛИТИЕ (МАССОВОЕ УБИЙСТВО)"", ""КРОВЬ"", ""ТИП, ВИД, КЛАСС""]"
4241,🆗,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""114034-N"", ""107315-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ПЛОЩАДЬ В ГОРОДЕ, СЕЛЕ"", ""ПЛОЩАДЬ (ПАРАМЕТР)""]"
4242,🅿️,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ""]"
4243,🅿,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ""]"
4244,🆘,"[""131923-N"", ""145087-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""145854-N"", ""107520-N"", ""106550-N"", ""118339-A""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ЭЛЕКТРОМАГНИТНЫЙ СИГНАЛ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ПРЕДУПРЕЖДЕНИЕ (ИНФОРМАЦИЯ)"", ""СИГНАЛ (УСЛОВНЫЙ ЗНАК)"", ""НЕСЧАСТЬЕ"", ""НЕОТЛОЖНЫЙ""]"
4245,🆙,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""106761-N"", ""138241-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""УРОВЕНЬ (СТЕПЕНЬ ВЕЛИЧИНЫ, РАЗВИТИЯ)"", ""ГОРИЗОНТАЛЬНЫЙ УРОВЕНЬ""]"
4246,🆚,"[""131923-N"", ""131920-N"", ""118086-N"", ""124117-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ""]"
4247,🈁,"[""131923-N"", ""111944-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""120124-N"", ""126923-A"", ""10172-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""НАЗНАЧИТЬ, УСТАНОВИТЬ, ОПРЕДЕЛИТЬ"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""НАЗНАЧЕНИЕ, ОБЛАСТЬ ПРИМЕНЕНИЯ"", ""ЯПОНСКИЙ ЯЗЫК"", ""НАЗНАЧЕНИЕ НА ДОЛЖНОСТЬ""]"
4248,🈂️,"[""120604-N"", ""123625-N"", ""131923-N"", ""116744-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""126923-A"", ""106529-N"", ""118574-N""]","[""ЗАРЯД ВЗРЫВЧАТОГО ВЕЩЕСТВА"", ""УСЛУГА (ДЕЙСТВИЕ)"", ""КНОПКА ВКЛЮЧЕНИЯ"", ""ЗАРЯД ЭЛЕКТРИЧЕСТВА"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ЯПОНСКИЙ ЯЗЫК"", ""ОБСЛУЖИТЬ (УДОВЛЕТВОРИТЬ НУЖДЫ)"", ""ВНУШИТЬ МЫСЛЬ, ЧУВСТВО""]"
4249,🈂,"[""120604-N"", ""123625-N"", ""131923-N"", ""116744-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""126923-A"", ""106529-N"", ""118574-N""]","[""ЗАРЯД ВЗРЫВЧАТОГО ВЕЩЕСТВА"", ""УСЛУГА (ДЕЙСТВИЕ)"", ""КНОПКА ВКЛЮЧЕНИЯ"", ""ЗАРЯД ЭЛЕКТРИЧЕСТВА"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ЯПОНСКИЙ ЯЗЫК"", ""ОБСЛУЖИТЬ (УДОВЛЕТВОРИТЬ НУЖДЫ)"", ""ВНУШИТЬ МЫСЛЬ, ЧУВСТВО""]"
4250,🈷️,"[""131923-N"", ""566-N"", ""105071-A"", ""128582-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""110690-N"", ""106751-N"", ""123498-A"", ""109088-N"", ""126923-A"", ""112827-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ДЕНЬГИ"", ""ЯПОНИЯ"", ""РАДИКАЛ, СТОРОННИК РАДИКАЛЬНЫХ РЕФОРМ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""СУММА, РЕЗУЛЬТАТ СЛОЖЕНИЯ"", ""СЕНТЯБРЬ"", ""ЕЖЕМЕСЯЧНЫЙ"", ""ХИМИЧЕСКИЙ РАДИКАЛ"", ""ЯПОНСКИЙ ЯЗЫК"", ""РАДИКАЛ, ЗНАК КОРНЯ""]"
4251,🈷,"[""131923-N"", ""566-N"", ""105071-A"", ""128582-N"", ""131920-N"", ""118086-N"", ""124117-N"", ""110690-N"", ""106751-N"", ""123498-A"", ""109088-N"", ""126923-A"", ""112827-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ДЕНЬГИ"", ""ЯПОНИЯ"", ""РАДИКАЛ, СТОРОННИК РАДИКАЛЬНЫХ РЕФОРМ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""СУММА, РЕЗУЛЬТАТ СЛОЖЕНИЯ"", ""СЕНТЯБРЬ"", ""ЕЖЕМЕСЯЧНЫЙ"", ""ХИМИЧЕСКИЙ РАДИКАЛ"", ""ЯПОНСКИЙ ЯЗЫК"", ""РАДИКАЛ, ЗНАК КОРНЯ""]"
4252,🈶,"[""120604-N"", ""131923-N"", ""119954-A"", ""116744-N"", ""119835-A"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""126923-A"", ""118574-N""]","[""ЗАРЯД ВЗРЫВЧАТОГО ВЕЩЕСТВА"", ""КНОПКА ВКЛЮЧЕНИЯ"", ""СОБСТВЕННЫЙ (СВОЙ, ЛИЧНЫЙ)"", ""ЗАРЯД ЭЛЕКТРИЧЕСТВА"", ""БЕСПЛАТНЫЙ"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ЯПОНСКИЙ ЯЗЫК"", ""ВНУШИТЬ МЫСЛЬ, ЧУВСТВО""]"
4253,🈯,"[""131923-N"", ""117833-N"", ""126923-A"", ""141728-N"", ""116162-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""107715-N"", ""147586-N"", ""150627-N"", ""110848-N"", ""116979-V"", ""120377-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ПАЛЕЦ МЕХАНИЗМА"", ""ЯПОНСКИЙ ЯЗЫК"", ""ТОЧКА (ПЯТНЫШКО)"", ""ТОЧИТЬ, ОТТАЧИВАТЬ"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ПАЛЕЦ (КОНЕЧНОСТЬ)"", ""ПАЛЕЦ ПЕРЧАТКИ"", ""ЭТАП РАЗВИТИЯ"", ""ТОЧКА (ЗНАК ПРЕПИНАНИЯ)"", ""РЕЗЕРВИРОВАТЬ"", ""ТОЧКА ПРОСТРАНСТВА""]"
4254,🉐,"[""131923-N"", ""111489-V"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""126923-A"", ""113796-V"", ""146627-V""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ПРИОБРЕСТИ СВОЙСТВО"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ЯПОНСКИЙ ЯЗЫК"", ""ПРИОБРЕСТИ, СТАТЬ ВЛАДЕЛЬЦЕМ"", ""УСТАНОВЛЕНИЕ ОТНОШЕНИЙ""]"
4255,🈹,"[""131923-N"", ""133718-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""2055-N"", ""126923-A"", ""137563-N""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ПОСЛАБЛЕНИЕ (ИЗЛИШНЯЯ СНИСХОДИТЕЛЬНОСТЬ)"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ПРОДАЖА"", ""ЯПОНСКИЙ ЯЗЫК"", ""СКИДКА""]"
4256,🈚,"[""120604-N"", ""131923-N"", ""119835-A"", ""116744-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""126923-A"", ""114377-N"", ""118574-N""]","[""ЗАРЯД ВЗРЫВЧАТОГО ВЕЩЕСТВА"", ""КНОПКА ВКЛЮЧЕНИЯ"", ""БЕСПЛАТНЫЙ"", ""ЗАРЯД ЭЛЕКТРИЧЕСТВА"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ЯПОНСКИЙ ЯЗЫК"", ""ОТСУТСТВИЕ"", ""ВНУШИТЬ МЫСЛЬ, ЧУВСТВО""]"
4257,🈲,"[""131923-N"", ""105071-A"", ""131920-N"", ""118086-N"", ""124117-N"", ""149400-V"", ""116009-N"", ""142057-V"", ""142056-V"", ""126923-A"", ""116009-V""]","[""КНОПКА ВКЛЮЧЕНИЯ"", ""ЯПОНИЯ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""МАЛЫШ"", ""ЗАПЕРЕТЬ, ЗАКРЫТЬ НА ЗАМОК"", ""ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)"", ""ЗАПЕРЕТЬ (БЛОКИРОВАТЬ)"", ""ЗАПЕРЕТЬ ВНУТРИ"", ""ЯПОНСКИЙ ЯЗЫК"", ""ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)""]"
4258,🉑,"[""115487-V"", ""131923-N"", ""124250-A"", ""106884-V"", ""105071-A"", ""134035-V"", ""131920-N"", ""118086-N"", ""141708-V"", ""146793-V"", ""124117-N"", ""124852-V"", ""145869-V"", ""126923-A""]","[""ЗАЧИСЛИТЬ В СОСТАВ"", ""КНОПКА ВКЛЮЧЕНИЯ"", ""ПРИЕМЛЕМЫЙ"", ""СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО"", ""ЯПОНИЯ"", ""ПРИНЯТЬ ГОЛОСОВАНИЕМ"", ""КАНЦЕЛЯРСКАЯ КНОПКА"", ""КНОПКА (ЗАСТЕЖКА)"", ""ПРИНЯТЬ (ДОПУСТИТЬ К СЕБЕ)"", ""ПРИНЯТЬ В РАСПОРЯЖЕНИЕ"", ""МАЛЫШ"", ""ПРИНЯТЬ (ПОЛУЧИТЬ В РАСПОРЯЖЕНИЕ)"", ""ПРИНЯТЬ КАК ПРАВИЛЬНОЕ"", ""ЯПОНСКИЙ ЯЗЫК""]"
