,emoji,keywords
3655,🏓,"{""ping"": 1, ""pong"": 1, ""table"": 3, ""tennis"": 2}"
3656,🏸,"{""badminton"": 1}"
3657,🥊,"{""boxing"": 1, ""glove"": 1}"
3658,🥋,"{""judo"": 1, ""uniform"": 1, ""martial"": 1, ""arts"": 2}"
3659,🥅,"{""net"": 1, ""goal"": 1}"
3660,⛳,"{""flag"": 280, ""golf"": 4, ""hole"": 3}"
3661,⛸️,"{""skate"": 3, ""ice"": 7, ""skating"": 2}"
3662,⛸,"{""skate"": 3, ""ice"": 7, ""skating"": 2}"
3663,🎣,"{""fishing"": 1, ""pole"": 3, ""rod"": 3}"
3664,🤿,"{""diving"": 1, ""mask"": 4}"
3665,🎽,"{""running"": 32, ""singlet"": 1, ""shirt"": 4}"
3666,🎿,"{""skis"": 1, ""skiing"": 1}"
3667,🛷,"{""sled"": 1}"
3668,🥌,"{""stone"": 2, ""curling"": 3}"
3669,🎯,"{""darts"": 1, ""bullseye"": 1, ""archery"": 2}"
3670,🪀,"{""yo-yo"": 1, ""yoyo"": 1}"
3671,🪁,"{""kite"": 1}"
3672,🎱,"{""magic"": 2, ""snooker"": 1, ""pool"": 1, ""cue"": 1, ""8"": 1, ""ball"": 43}"
3673,🔮,"{""clairvoyant"": 1, ""fortune"": 2, ""crystal"": 1, ""purple"": 7, ""teller"": 1, ""psychic"": 1, ""ball"": 43}"
3674,🪄,"{""magic"": 2, ""wand"": 1}"
3675,🧿,"{""eye"": 11, ""nazar"": 1, ""boncuğu"": 1, ""talisman"": 1, ""evil"": 1, ""amulet"": 1}"
3676,🎮,"{""video"": 5, ""gamepad"": 1, ""u"": 1, ""playstation"": 1, ""xbox"": 1, ""game"": 4, ""wii"": 1}"
3677,🕹️,"{""joystick"": 2}"
3678,🕹,"{""joystick"": 2}"
3679,🎰,"{""poker"": 1, ""fruit"": 3, ""machine"": 2, ""gambling"": 1, ""slot"": 1, ""casino"": 1}"
3680,🎲,"{""game"": 4, ""dice"": 1, ""die"": 1}"
3681,🧩,"{""piece"": 2, ""puzzle"": 1}"
3682,🧸,"{""toy"": 2, ""teddy"": 2, ""bear"": 5}"
3683,🪅,"{""pinata"": 1, ""piñata"": 1}"
3684,🪆,"{""matryoshka"": 1, ""russian"": 2, ""dolls"": 2, ""nesting"": 1}"
3685,♠️,"{""spades"": 2, ""suit"": 16, ""spade"": 2}"
3686,♠,"{""spades"": 2, ""suit"": 16, ""spade"": 2}"
3687,♥️,"{""suit"": 16, ""card"": 11, ""hearts"": 5, ""heart"": 234}"
3688,♥,"{""suit"": 16, ""card"": 11, ""hearts"": 5, ""heart"": 234}"
3689,♦️,"{""diamond"": 9, ""suit"": 16, ""diamonds"": 2}"
3690,♦,"{""diamond"": 9, ""suit"": 16, ""diamonds"": 2}"
3691,♣️,"{""club"": 5, ""clubs"": 2, ""suit"": 16}"
3692,♣,"{""club"": 5, ""clubs"": 2, ""suit"": 16}"
3693,♟️,"{""pawn"": 2, ""chess"": 2}"
3694,♟,"{""pawn"": 2, ""chess"": 2}"
3695,🃏,"{""card"": 11, ""joker"": 1}"
3696,🀄,"{""dragon"": 4, ""tile"": 1, ""中"": 1, ""mahjong"": 1, ""red"": 49}"
3697,🎴,"{""flower"": 8, ""cards"": 1, ""hanafuda"": 1, ""hwatu"": 1, ""deck"": 1, ""playing"": 61}"
3698,🎭,"{""masks"": 1, ""drama"": 1, ""theatre"": 1, ""performing"": 1, ""comedy"": 1, ""greek"": 2, ""tragedy"": 1, ""logo"": 3, ""arts"": 2}"
3699,🖼️,"{""picture"": 2, ""frame"": 2, ""painting"": 3, ""framed"": 2}"
3700,🖼,"{""picture"": 2, ""frame"": 2, ""painting"": 3, ""framed"": 2}"
3701,🎨,"{""artist"": 19, ""palette"": 1, ""art"": 1, ""painting"": 3}"
3702,🧵,"{""thread"": 1}"
3703,🪡,"{""needle"": 1, ""sewing"": 1}"
3704,🧶,"{""yarn"": 1}"
3705,🪢,"{""knot"": 1}"
3706,👓,"{""glasses"": 2}"
3707,🕶️,"{""sunglasses"": 3}"
3708,🕶,"{""sunglasses"": 3}"
3709,🥽,"{""goggles"": 1}"
3710,🥼,"{""lab"": 1, ""coat"": 2}"
3711,🦺,"{""vest"": 1, ""safety"": 3}"
3712,👔,"{""tie"": 1, ""necktie"": 1, ""business"": 2, ""shirt"": 4}"
3713,👕,"{""tee"": 1, ""polo"": 31, ""t-shirt"": 1, ""shirt"": 4}"
3714,👖,"{""pants"": 1, ""trousers"": 1, ""denim"": 1, ""jeans"": 1}"
3715,🧣,"{""scarf"": 1}"
3716,🧤,"{""gloves"": 1}"
3717,🧥,"{""coat"": 2}"
3718,🧦,"{""socks"": 2}"
3719,👗,"{""gown"": 2, ""skirt"": 1, ""dress"": 3}"
3720,👘,"{""gown"": 2, ""dress"": 3, ""dressing"": 1, ""kimono"": 1, ""japanese"": 28}"
3721,🥻,"{""saree"": 1, ""shari"": 1, ""sari"": 1}"
3722,🩱,"{""swimsuit"": 2, ""one-piece"": 1}"
3723,🩲,"{""briefs"": 1}"
3724,🩳,"{""shorts"": 1}"
3725,👙,"{""swimsuit"": 2, ""bathers"": 1, ""bikini"": 1}"
3726,👚,"{""s"": 14, ""clothes"": 1, ""pink"": 11, ""shirt"": 4, ""’"": 25, ""woman"": 1012}"
3727,👛,"{""purse"": 2, ""wallet"": 1}"
3728,👜,"{""women"": 32, ""handbag"": 1, ""s"": 14, ""bag"": 5, ""’"": 25}"
3729,👝,"{""small"": 12, ""bag"": 5, ""clutch"": 1}"
3730,🛍️,"{""shopping"": 4, ""bags"": 2}"
3731,🛍,"{""shopping"": 4, ""bags"": 2}"
3732,🎒,"{""school"": 4, ""backpack"": 1, ""bag"": 5}"
3733,🩴,"{""sandal"": 2, ""thong"": 1, ""flip"": 1, ""jandals"": 1, ""thongs"": 1, ""flops"": 1}"
3734,👞,"{""brown"": 5, ""s"": 14, ""’"": 25, ""man"": 1003, ""shoe"": 5}"
3735,👟,"{""trainer"": 1, ""sneaker"": 1, ""shoe"": 5, ""runner"": 3, ""running"": 32}"
3736,🥾,"{""boot"": 2, ""hiking"": 1}"
3737,🥿,"{""flat"": 1, ""shoe"": 5}"
3738,👠,"{""high"": 6, ""high-heeled"": 1, ""heels"": 1, ""stiletto"": 1, ""shoe"": 5}"
3739,👡,"{""sandal"": 2, ""s"": 14, ""sandals"": 1, ""’"": 25, ""woman"": 1012}"
3740,🩰,"{""shoe"": 5, ""ballet"": 2, ""shoes"": 1, ""pointe"": 1}"
3741,👢,"{""boots"": 1, ""high"": 6, ""s"": 14, ""knee"": 1, ""’"": 25, ""boot"": 2, ""woman"": 1012, ""cowgirl"": 1}"
3742,👑,"{""crown"": 2, ""king"": 1, ""royal"": 1, ""queen"": 1}"
3743,👒,"{""s"": 14, ""ladies"": 1, ""’"": 25, ""hat"": 5, ""woman"": 1012}"
3744,🎩,"{""wear"": 1, ""formal"": 1, ""top"": 3, ""groom"": 2, ""hat"": 5}"
3745,🎓,"{""mortar"": 1, ""university"": 1, ""board"": 2, ""graduate"": 1, ""college"": 1, ""square"": 24, ""academic"": 1, ""cap"": 2, ""graduation"": 1}"
3746,🧢,"{""billed"": 1, ""baseball"": 2, ""cap"": 2}"
3747,🪖,"{""helmet"": 4, ""military"": 3}"
3748,⛑️,"{""worker"": 104, ""rescue"": 2, ""s"": 14, ""helmet"": 4, ""’"": 25}"
3749,⛑,"{""worker"": 104, ""rescue"": 2, ""s"": 14, ""helmet"": 4, ""’"": 25}"
3750,📿,"{""beads"": 1, ""rosary"": 1, ""prayer"": 2, ""dhikr"": 1}"
3751,💄,"{""gloss"": 1, ""makeup"": 1, ""lip"": 1, ""lipstick"": 1}"
3752,💍,"{""engagement"": 1, ""ring"": 1, ""diamond"": 9}"
3753,💎,"{""gem"": 1, ""stone"": 2, ""jewel"": 1, ""diamond"": 9}"
3754,🔇,"{""volume"": 4, ""muted"": 1, ""speaker"": 4, ""mute"": 1}"
3755,🔈,"{""volume"": 4, ""low"": 1, ""speaker"": 4}"
3756,🔉,"{""volume"": 4, ""reduce"": 1, ""medium"": 566, ""speaker"": 4}"
3757,🔊,"{""increase"": 2, ""volume"": 4, ""high"": 6, ""speaker"": 4}"
3758,📢,"{""system"": 2, ""loudspeaker"": 1, ""pa"": 1, ""announcement"": 1}"
3759,📣,"{""megaphone"": 1}"
3760,📯,"{""postal"": 2, ""french"": 7, ""horn"": 2, ""bugle"": 1}"
3761,🔔,"{""bell"": 6, ""wedding"": 2, ""liberty"": 2, ""ringer"": 2}"
3762,🔕,"{""disabled"": 1, ""bell"": 6, ""slash"": 1, ""ringer"": 2, ""notifications"": 1}"
3763,🎼,"{""score"": 2, ""clef"": 1, ""sheet"": 1, ""treble"": 1, ""musical"": 4, ""music"": 3}"
3764,🎵,"{""pair"": 1, ""note"": 7, ""quavers"": 1, ""beamed"": 1, ""eighth"": 1, ""musical"": 4, ""music"": 3, ""notes"": 2}"
3765,🎶,"{""singing"": 2, ""musical"": 4, ""notes"": 2, ""music"": 3}"
3766,🎙️,"{""studio"": 2, ""microphone"": 3}"
3767,🎙,"{""studio"": 2, ""microphone"": 3}"
3768,🎚️,"{""slider"": 2, ""level"": 3}"
3769,🎚,"{""slider"": 2, ""level"": 3}"
3770,🎛️,"{""knobs"": 2, ""control"": 3}"
3771,🎛,"{""knobs"": 2, ""control"": 3}"
3772,🎤,"{""karaoke"": 1, ""microphone"": 3, ""singing"": 2}"
3773,🎧,"{""headphone"": 1, ""earphone"": 1, ""headphones"": 1, ""ipod"": 1}"
3774,📻,"{""digital"": 2, ""radio"": 2, ""wireless"": 1}"
3775,🎷,"{""jazz"": 3, ""sax"": 1, ""saxophone"": 1}"
3776,🪗,"{""accordion"": 1}"
3777,🎸,"{""bass"": 1, ""guitar"": 1, ""electric"": 4, ""acoustic"": 1}"
3778,🎹,"{""keyboard"": 3, ""musical"": 4, ""piano"": 1}"
3779,🎺,"{""jazz"": 3, ""trumpet"": 1, ""horn"": 2}"
3780,🎻,"{""string"": 1, ""s"": 14, ""quartet"": 1, ""’"": 25, ""violin"": 1, ""smallest"": 1, ""world"": 9}"
3781,🪕,"{""banjo"": 1}"
3782,🥁,"{""drum"": 4}"
3783,🪘,"{""drum"": 4, ""long"": 3}"
3784,📱,"{""cell"": 3, ""smartphone"": 1, ""iphone"": 1, ""phone"": 10, ""mobile"": 4}"
3785,📲,"{""arrow"": 37, ""call"": 7, ""phone"": 10, ""mobile"": 4, ""pointing"": 42}"
3786,☎️,"{""telephone"": 3, ""rotary"": 2, ""phone"": 10}"
3787,☎,"{""telephone"": 3, ""rotary"": 2, ""phone"": 10}"
3788,📞,"{""receiver"": 1, ""handset"": 1, ""telephone"": 3, ""phone"": 10}"
3789,📟,"{""pager"": 1}"
3790,📠,"{""facsimile"": 1, ""machine"": 2, ""fax"": 1}"
3791,🔋,"{""battery"": 1, ""phone"": 10, ""aa"": 1}"
3792,🔌,"{""cable"": 2, ""ac"": 1, ""plug"": 1, ""power"": 1, ""adaptor"": 1, ""electric"": 4}"
3793,💻,"{""laptop"": 1, ""notebook"": 3}"
3794,🖥️,"{""imac"": 2, ""computer"": 5, ""desktop"": 2}"
3795,🖥,"{""imac"": 2, ""computer"": 5, ""desktop"": 2}"
3796,🖨️,"{""printer"": 2}"
3797,🖨,"{""printer"": 2}"
3798,⌨️,"{""keyboard"": 3}"
3799,⌨,"{""keyboard"": 3}"
3800,🖱️,"{""mouse"": 5, ""computer"": 5}"
3801,🖱,"{""mouse"": 5, ""computer"": 5}"
3802,🖲️,"{""trackball"": 2}"
3803,🖲,"{""trackball"": 2}"
3804,💽,"{""disk"": 3, ""computer"": 5}"
3805,💾,"{""disk"": 3, ""floppy"": 1, ""3.5″"": 1}"
3806,💿,"{""disk"": 3, ""compact"": 1, ""disc"": 2, ""optical"": 1, ""cd-rom"": 1, ""cd"": 1}"
3807,📀,"{""dvd-rom"": 1, ""dvd"": 1, ""video"": 5}"
3808,🧮,"{""abacus"": 1}"
3809,🎥,"{""hollywood"": 1, ""film"": 6, ""camera"": 5, ""movie"": 1}"
3810,🎞️,"{""film"": 6, ""frames"": 2}"
3811,🎞,"{""film"": 6, ""frames"": 2}"
3812,📽️,"{""film"": 6, ""projector"": 2}"
3813,📽,"{""film"": 6, ""projector"": 2}"
3814,🎬,"{""film"": 6, ""clapboard"": 1, ""board"": 2, ""slate"": 1, ""director"": 1, ""clapper"": 1}"
3815,📺,"{""tv"": 1, ""television"": 1}"
3816,📷,"{""digital"": 2, ""camera"": 5}"
3817,📸,"{""flash"": 1, ""camera"": 5}"
3818,📹,"{""video"": 5, ""camera"": 5, ""camcorder"": 1}"
3819,📼,"{""video"": 5, ""vcr"": 1, ""videocassette"": 1, ""vhs"": 1, ""tape"": 1}"
3820,🔍,"{""icon"": 2, ""glass"": 6, ""search"": 2, ""left"": 19, ""magnifier"": 2, ""magnifying"": 2, ""tilted"": 2}"
3821,🔎,"{""icon"": 2, ""glass"": 6, ""right"": 22, ""search"": 2, ""magnifier"": 2, ""magnifying"": 2, ""tilted"": 2}"
3822,🕯️,"{""candle"": 2}"
3823,🕯,"{""candle"": 2}"
3824,💡,"{""bulb"": 1, ""light"": 566, ""idea"": 1}"
3825,🔦,"{""flashlight"": 1, ""torch"": 1}"
3826,🏮,"{""lantern"": 1, ""asian"": 3, ""japanese"": 28, ""paper"": 4, ""red"": 49}"
3827,🪔,"{""lamp"": 3, ""diya"": 1, ""oil"": 3}"
3828,📔,"{""decorative"": 1, ""cover"": 1, ""notebook"": 3}"
3829,📕,"{""book"": 7, ""closed"": 6, ""red"": 49}"
3830,📖,"{""book"": 7, ""open"": 15, ""novel"": 1}"
3831,📗,"{""book"": 7, ""green"": 14}"
3832,📘,"{""book"": 7, ""blue"": 11}"
3833,📙,"{""book"": 7, ""orange"": 11}"
3834,📚,"{""books"": 1, ""stack"": 1, ""pile"": 2}"
3835,📓,"{""black"": 15, ""book"": 7, ""white"": 58, ""notebook"": 3}"
3836,📒,"{""bound"": 1, ""spiral"": 9, ""ledger"": 1, ""book"": 7, ""binder"": 1, ""yellow"": 10}"
3837,📃,"{""curled"": 1, ""page"": 2, ""curly"": 21, ""curl"": 1}"
3838,📜,"{""scroll"": 1, ""parchment"": 1, ""degree"": 1}"
3839,📄,"{""facing"": 1, ""printed"": 1, ""page"": 2}"
3840,📰,"{""newspaper"": 3}"
3841,🗞️,"{""newspaper"": 3, ""rolled-up"": 2, ""delivery"": 3}"
3842,🗞,"{""newspaper"": 3, ""rolled-up"": 2, ""delivery"": 3}"
3843,📑,"{""tabs"": 1, ""bookmark"": 2}"
3844,🔖,"{""price"": 1, ""tag"": 2, ""bookmark"": 2}"
3845,🏷️,"{""label"": 2}"
3846,🏷,"{""label"": 2}"
3847,💰,"{""moneybags"": 1, ""rich"": 2, ""bag"": 5, ""money"": 3}"
3848,🪙,"{""coin"": 1}"
3849,💴,"{""note"": 7, ""yen"": 2, ""banknote"": 4, ""¥1000"": 1}"
3850,💵,"{""bill"": 1, ""note"": 7, ""american"": 4, ""1"": 4, ""dollar"": 3, ""banknote"": 4}"
3851,💶,"{""euro"": 1, ""note"": 7, ""€100"": 1, ""banknote"": 4}"
3852,💷,"{""note"": 7, ""quid"": 1, ""pound"": 1, ""£20"": 1, ""banknote"": 4, ""twenty"": 1}"
3853,💸,"{""flying"": 3, ""losing"": 1, ""money"": 3, ""wings"": 1}"
3854,💳,"{""club"": 5, ""card"": 11, ""amex"": 1, ""diners"": 1, ""visa"": 1, ""credit"": 1, ""mastercard"": 1}"
3855,🧾,"{""receipt"": 1}"
3856,💹,"{""increasing"": 2, ""chart"": 4, ""rate"": 1, ""yen"": 2, ""graph"": 4, ""exchange"": 2}"
3857,✉️,"{""envelope"": 6, ""✉"": 2, ""letter"": 3}"
3858,✉,"{""envelope"": 6, ""✉"": 2, ""letter"": 3}"
3859,📧,"{""email"": 5, ""e-mail"": 1}"
3860,📨,"{""envelope"": 6, ""lines"": 1, ""incoming"": 1, ""fast"": 6}"
3861,📩,"{""envelope"": 6, ""insert"": 1, ""arrow"": 37, ""down"": 12}"
3862,📤,"{""tray"": 2, ""outbox"": 1}"
3863,📥,"{""tray"": 2, ""inbox"": 1}"
3864,📦,"{""box"": 12, ""parcel"": 1, ""package"": 1}"
3865,📫,"{""flag"": 280, ""raised"": 21, ""mailbox"": 4, ""closed"": 6}"
3866,📪,"{""lowered"": 2, ""flag"": 280, ""mailbox"": 4, ""closed"": 6}"
3867,📬,"{""open"": 15, ""flag"": 280, ""raised"": 21, ""mailbox"": 4}"
3868,📭,"{""lowered"": 2, ""open"": 15, ""flag"": 280, ""mailbox"": 4}"
3869,📮,"{""postbox"": 1}"
3870,🗳️,"{""voting"": 2, ""ballot"": 2, ""box"": 12, ""vote"": 2}"
3871,🗳,"{""voting"": 2, ""ballot"": 2, ""box"": 12, ""vote"": 2}"
3872,✏️,"{""pencil"": 3, ""✏"": 2, ""lead"": 2}"
3873,✏,"{""pencil"": 3, ""✏"": 2, ""lead"": 2}"
3874,✒️,"{""pen"": 7, ""black"": 15, ""✒"": 2, ""fountain"": 6, ""nib"": 2}"
3875,✒,"{""pen"": 7, ""black"": 15, ""✒"": 2, ""fountain"": 6, ""nib"": 2}"
3876,🖋️,"{""pen"": 7, ""fountain"": 6}"
3877,🖋,"{""pen"": 7, ""fountain"": 6}"
3878,🖊️,"{""pen"": 7}"
3879,🖊,"{""pen"": 7}"
3880,🖌️,"{""brush"": 3, ""paintbrush"": 2}"
3881,🖌,"{""brush"": 3, ""paintbrush"": 2}"
3882,🖍️,"{""crayon"": 2}"
3883,🖍,"{""crayon"": 2}"
3884,📝,"{""memorandum"": 1, ""pencil"": 3, ""note"": 7, ""memo"": 1, ""paper"": 4}"
3885,💼,"{""briefcase"": 1, ""suitcase"": 3}"
3886,📁,"{""file"": 6, ""manilla"": 1, ""folder"": 2}"
3887,📂,"{""open"": 15, ""file"": 6, ""folder"": 2}"
3888,🗂️,"{""card"": 11, ""index"": 34, ""dividers"": 2}"
3889,🗂,"{""card"": 11, ""index"": 34, ""dividers"": 2}"
3890,📅,"{""emoji"": 2, ""july"": 1, ""calendar"": 4, ""17"": 1, ""day"": 2, ""world"": 9}"
3891,📆,"{""calendar"": 4, ""day"": 2, ""desk"": 1, ""tear-off"": 1}"
3892,🗒️,"{""spiral"": 9, ""notepad"": 2}"
3893,🗒,"{""spiral"": 9, ""notepad"": 2}"
3894,🗓️,"{""spiral"": 9, ""calendar"": 4}"
3895,🗓,"{""spiral"": 9, ""calendar"": 4}"
3896,📇,"{""system"": 2, ""index"": 34, ""card"": 11, ""rolodex"": 1}"
3897,📈,"{""increasing"": 2, ""chart"": 4, ""positive"": 1, ""pointing"": 42, ""graph"": 4}"
3898,📉,"{""decreasing"": 1, ""chart"": 4, ""pointing"": 42, ""graph"": 4, ""negative"": 1}"
3899,📊,"{""graph"": 4, ""chart"": 4, ""bar"": 2}"
3900,📋,"{""clipboard"": 1}"
3901,📌,"{""pushpin"": 2, ""tack"": 1, ""thumb"": 2}"
3902,📍,"{""pin"": 3, ""pushpin"": 2, ""dropped"": 1, ""map"": 4, ""round"": 3, ""red"": 49}"
3903,📎,"{""clippy"": 1, ""paperclip"": 1}"
3904,🖇️,"{""linked"": 3, ""paperclips"": 2}"
3905,🖇,"{""linked"": 3, ""paperclips"": 2}"
3906,📏,"{""ruler"": 2, ""straight"": 4}"
3907,📐,"{""triangle"": 9, ""triangular"": 2, ""ruler"": 2}"
3908,✂️,"{""cutting"": 3, ""scissors"": 2}"
3909,✂,"{""cutting"": 3, ""scissors"": 2}"
3910,🗃️,"{""card"": 11, ""file"": 6, ""box"": 12}"
3911,🗃,"{""card"": 11, ""file"": 6, ""box"": 12}"
3912,🗄️,"{""cabinet"": 2, ""file"": 6, ""filing"": 2}"
3913,🗄,"{""cabinet"": 2, ""file"": 6, ""filing"": 2}"
3914,🗑️,"{""wastepaper"": 2, ""rubbish"": 2, ""can"": 3, ""basket"": 3, ""bin"": 3, ""garbage"": 2, ""wastebasket"": 2, ""trash"": 3}"
3915,🗑,"{""wastepaper"": 2, ""rubbish"": 2, ""can"": 3, ""basket"": 3, ""bin"": 3, ""garbage"": 2, ""wastebasket"": 2, ""trash"": 3}"
3916,🔒,"{""lock"": 3, ""padlock"": 2, ""locked"": 4, ""closed"": 6}"
3917,🔓,"{""unlock"": 1, ""open"": 15, ""unlocked"": 1, ""padlock"": 2}"
3918,🔏,"{""pen"": 7, ""lock"": 3, ""fountain"": 6, ""locked"": 4}"
3919,🔐,"{""key"": 5, ""lock"": 3, ""locked"": 4}"
3920,🔑,"{""gold"": 4, ""key"": 5}"
3921,🗝️,"{""old"": 16, ""key"": 5}"
3922,🗝,"{""old"": 16, ""key"": 5}"
3923,🔨,"{""handyman"": 1, ""claw"": 1, ""hammer"": 5, ""tool"": 1}"
3924,🪓,"{""axe"": 1}"
3925,⛏️,"{""pick"": 4, ""pickaxe"": 2}"
3926,⛏,"{""pick"": 4, ""pickaxe"": 2}"
3927,⚒️,"{""pick"": 4, ""hammer"": 5}"
3928,⚒,"{""pick"": 4, ""hammer"": 5}"
3929,🛠️,"{""wrench"": 3, ""hammer"": 5}"
3930,🛠,"{""wrench"": 3, ""hammer"": 5}"
3931,🗡️,"{""weapon"": 2, ""knife"": 6, ""dagger"": 2}"
3932,🗡,"{""weapon"": 2, ""knife"": 6, ""dagger"": 2}"
3933,⚔️,"{""swords"": 2, ""crossed"": 10}"
3934,⚔,"{""swords"": 2, ""crossed"": 10}"
3935,🔫,"{""water"": 39, ""gun"": 1, ""pistol"": 1, ""squirt"": 1, ""revolver"": 1}"
3936,🪃,"{""boomerang"": 1}"
3937,🏹,"{""bow"": 2, ""arrow"": 37, ""archery"": 2}"
3938,🛡️,"{""shield"": 3}"
3939,🛡,"{""shield"": 3}"
3940,🪚,"{""carpentry"": 1, ""saw"": 1}"
3941,🔧,"{""wrench"": 3, ""spanner"": 1}"
3942,🪛,"{""screwdriver"": 1}"
3943,🔩,"{""nut"": 2, ""screw"": 1, ""bolt"": 2}"
3944,⚙️,"{""gear"": 2}"
3945,⚙,"{""gear"": 2}"
3946,🗜️,"{""table"": 3, ""vice"": 2, ""winzip"": 2, ""clamp"": 2}"
3947,🗜,"{""table"": 3, ""vice"": 2, ""winzip"": 2, ""clamp"": 2}"
3948,⚖️,"{""balance"": 2, ""justice"": 2, ""scale"": 2, ""scales"": 2}"
3949,⚖,"{""balance"": 2, ""justice"": 2, ""scale"": 2, ""scales"": 2}"
3950,🦯,"{""cane"": 19, ""white"": 58}"
3951,🔗,"{""chain"": 1, ""linked"": 3, ""hyperlink"": 1, ""link"": 1}"
3952,⛓️,"{""chains"": 2}"
3953,⛓,"{""chains"": 2}"
3954,🪝,"{""hook"": 1}"
3955,🧰,"{""toolbox"": 1}"
3956,🧲,"{""magnet"": 1}"
3957,🪜,"{""ladder"": 1}"
3958,⚗️,"{""alembic"": 2}"
3959,⚗,"{""alembic"": 2}"
3960,🧪,"{""tube"": 2, ""test"": 1}"
3961,🧫,"{""petri"": 1, ""dish"": 1}"
3962,🧬,"{""dna"": 1}"
3963,🔬,"{""microscope"": 1, ""science"": 1, ""magnify"": 1}"
3964,🔭,"{""telescope"": 1, ""stargazing"": 1}"
3965,📡,"{""antenna"": 2, ""satellite"": 3}"
3966,💉,"{""vaccination"": 1, ""syringe"": 1}"
3967,🩸,"{""donation"": 1, ""period"": 1, ""drop"": 2, ""blood"": 8, ""menstruation"": 1}"
3968,💊,"{""tablet"": 1, ""pill"": 1, ""drugs"": 1, ""capsule"": 1}"
3969,🩹,"{""bandage"": 1, ""aid"": 7, ""band"": 1, ""plaster"": 1, ""adhesive"": 1}"
3970,🩺,"{""stethoscope"": 1}"
3971,🚪,"{""door"": 1, ""front"": 5, ""doorway"": 1}"
3972,🛗,"{""elevator"": 1}"
3973,🪞,"{""mirror"": 1}"
3974,🪟,"{""window"": 1}"
3975,🛏️,"{""bedroom"": 2, ""bed"": 8}"
3976,🛏,"{""bedroom"": 2, ""bed"": 8}"
3977,🛋️,"{""couch"": 2, ""lamp"": 3, ""settee"": 2, ""sofa"": 2, ""lounge"": 2}"
3978,🛋,"{""couch"": 2, ""lamp"": 3, ""settee"": 2, ""sofa"": 2, ""lounge"": 2}"
3979,🪑,"{""chair"": 1}"
3980,🚽,"{""toilet"": 6, ""restroom"": 4, ""loo"": 1, ""bathroom"": 3}"
3981,🪠,"{""plunger"": 1}"
3982,🚿,"{""shower"": 1, ""head"": 12}"
3983,🛁,"{""bathtub"": 1, ""bubble"": 13, ""bath"": 7}"
3984,🪤,"{""mouse"": 5, ""trap"": 1}"
3985,🪒,"{""razor"": 1}"
3986,🧴,"{""bottle"": 4, ""lotion"": 1}"
3987,🧷,"{""pin"": 3, ""safety"": 3}"
3988,🧹,"{""sweep"": 1, ""brush"": 3, ""broom"": 1}"
3989,🧺,"{""basket"": 3}"
3990,🧻,"{""paper"": 4, ""roll"": 2, ""toilet"": 6}"
3991,🪣,"{""bucket"": 1}"
3992,🧼,"{""soap"": 1}"
3993,🪥,"{""toothbrush"": 1}"
3994,🧽,"{""sponge"": 1}"
3995,🧯,"{""fire"": 6, ""extinguisher"": 1}"
3996,🛒,"{""cart"": 1, ""shopping"": 4}"
3997,🚬,"{""cigarette"": 1, ""smoke"": 1}"
3998,⚰️,"{""casket"": 2, ""funeral"": 4, ""coffin"": 2}"
3999,⚰,"{""casket"": 2, ""funeral"": 4, ""coffin"": 2}"
4000,🪦,"{""headstone"": 1}"
4001,⚱️,"{""vase"": 3, ""urn"": 2, ""funeral"": 4}"
4002,⚱,"{""vase"": 3, ""urn"": 2, ""funeral"": 4}"
4003,🗿,"{""statue"": 2, ""moai"": 1, ""easter"": 2, ""rock"": 9, ""island"": 8, ""carving"": 1, ""human"": 1, ""moyai"": 1}"
4004,🪧,"{""placard"": 1, ""post"": 3, ""protest"": 1, ""sign"": 26, ""lawn"": 1}"
4005,🏧,"{""sign"": 26, ""atm"": 1}"
4006,🚮,"{""litter"": 1, ""bin"": 3, ""person"": 386, ""put"": 1, ""trash"": 3, ""sign"": 26}"
4007,🚰,"{""tap"": 1, ""water"": 39, ""potable"": 1, ""thirst"": 1, ""thirsty"": 1}"
4008,♿,"{""bathroom"": 3, ""wheelchair"": 39, ""symbol"": 34, ""accessible"": 1}"
4009,🚹,"{""room"": 33, ""s"": 14, ""restroom"": 4, ""male"": 15, ""mens"": 1, ""toilet"": 6, ""men"": 31}"
4010,🚺,"{""women"": 32, ""room"": 33, ""s"": 14, ""restroom"": 4, ""toilet"": 6, ""’"": 25, ""womens"": 1, ""female"": 14}"
4011,🚻,"{""sign"": 26, ""restroom"": 4, ""toilet"": 6, ""bathroom"": 3}"
4012,🚼,"{""baby"": 35, ""nursery"": 1, ""symbol"": 34, ""change"": 1, ""station"": 2}"
4013,🚾,"{""wc"": 1, ""toilet"": 6, ""closet"": 1, ""water"": 39}"
4014,🛂,"{""control"": 3, ""border"": 1, ""passport"": 1}"
4015,🛃,"{""customs"": 1}"
4016,🛄,"{""claim"": 1, ""baggage"": 1}"
4017,🛅,"{""key"": 5, ""bag"": 5, ""left"": 19, ""suitcase"": 3, ""luggage"": 2, ""locked"": 4}"
4018,⚠️,"{""warning"": 2, ""symbol"": 34, ""alert"": 2}"
4019,⚠,"{""warning"": 2, ""symbol"": 34, ""alert"": 2}"
4020,🚸,"{""school"": 4, ""crossing"": 1, ""kids"": 1, ""children"": 1}"
4021,⛔,"{""entry"": 1, ""no"": 43}"
